,invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5%,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
178,407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.9,6,22.2,465.4,3/23/2019,19:16,Ewallet,443.3,4.8,22.2,4.4
179,342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.0,273.4,1/28/2019,16:47,Ewallet,260.4,4.8,13.0,9.9
180,130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.3,7,22.5,472.3,2/9/2019,10:00,Cash,449.8,4.8,22.5,5.7
181,434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.5,8,15.4,323.1,1/23/2019,11:51,Cash,307.8,4.8,15.4,7.7
182,851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,7.8,162.8,3/23/2019,10:55,Ewallet,155.0,4.8,7.8,8.0
183,824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.3,8,13.7,288.2,1/25/2019,15:00,Ewallet,274.5,4.8,13.7,5.7
184,586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.3,7,4.3,90.7,3/4/2019,11:19,Credit card,86.4,4.8,4.3,6.7
185,895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.1,3,2.7,57.0,3/5/2019,19:46,Ewallet,54.2,4.8,2.7,8.0
186,305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.5,8,37.8,793.7,3/3/2019,19:00,Ewallet,755.9,4.8,37.8,7.5
187,732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.5,4,9.3,195.2,2/8/2019,10:53,Cash,185.9,4.8,9.3,7.0
188,400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.1,1,3.7,77.8,2/10/2019,12:50,Ewallet,74.1,4.8,3.7,9.9
189,593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.8,4,14.0,293.2,1/28/2019,20:50,Credit card,279.2,4.8,14.0,5.9
190,284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.0,3,11.6,242.7,2/11/2019,10:39,Credit card,231.1,4.8,11.6,7.2
191,437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.5,2,7.4,154.4,1/15/2019,13:41,Ewallet,147.0,4.8,7.4,4.6
192,286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.5,829.7,3/16/2019,19:08,Cash,790.2,4.8,39.5,9.2
193,641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.6,4,5.1,107.3,1/26/2019,20:23,Ewallet,102.2,4.8,5.1,5.7
194,831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.7,5,8.2,171.7,3/19/2019,11:30,Credit card,163.6,4.8,8.2,9.9
195,556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.3,1,3.7,78.0,1/13/2019,19:30,Cash,74.3,4.8,3.7,5.0
196,848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.4,91.8,3/26/2019,18:03,Cash,87.4,4.8,4.4,4.9
197,856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.3,1,1.3,26.6,3/23/2019,10:13,Ewallet,25.3,4.8,1.3,6.1
198,699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,3/12/2019,19:58,Credit card,166.0,4.8,8.3,8.2
199,420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.4,5,17.8,374.8,2/17/2019,19:57,Credit card,357.0,4.8,17.8,5.5
200,606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.2,6,5.7,120.6,1/29/2019,10:01,Credit card,114.9,4.8,5.7,6.8
201,542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.5,4,11.5,241.5,3/15/2019,11:57,Cash,230.0,4.8,11.5,6.6
202,426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.4,7,21.5,451.4,1/14/2019,10:02,Cash,429.9,4.8,21.5,9.8
203,875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,13.0,272.0,2/6/2019,14:51,Ewallet,259.0,4.8,13.0,8.7
204,394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.8,5,4.4,93.3,2/15/2019,12:42,Credit card,88.9,4.8,4.4,5.4
205,749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.0,9,10.4,217.6,1/3/2019,12:02,Ewallet,207.3,4.8,10.4,7.9
206,672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.7,9,30.0,629.8,1/4/2019,18:19,Credit card,599.9,4.8,30.0,9.7
207,263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.5,10,14.3,299.6,3/18/2019,17:38,Ewallet,285.3,4.8,14.3,7.8
208,573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.4,3,4.6,95.7,3/28/2019,13:41,Ewallet,91.1,4.8,4.6,5.1
209,817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.7,9,44.9,942.4,3/2/2019,19:42,Credit card,897.6,4.8,44.9,6.5
210,888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.2,9,11.8,247.9,1/25/2019,20:24,Ewallet,236.1,4.8,11.8,5.9
211,677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.3,9,42.0,881.3,1/16/2019,18:08,Cash,839.3,4.8,42.0,8.8
212,142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.4,5,23.1,484.9,3/20/2019,19:17,Ewallet,461.8,4.8,23.1,4.9
213,656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.4,3,7.0,146.2,1/4/2019,13:24,Credit card,139.3,4.8,7.0,4.4
214,891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.6,7,10.4,217.6,3/11/2019,15:53,Cash,207.3,4.8,10.4,6.5
215,802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.3,1,0.9,19.2,3/22/2019,15:05,Credit card,18.3,4.8,0.9,8.3
216,560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.8,5,6.2,130.0,3/24/2019,18:27,Cash,123.9,4.8,6.2,8.5
217,319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.6,3,14.2,298.1,2/21/2019,16:55,Cash,283.9,4.8,14.2,5.5
218,549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.9,8,37.9,796.9,2/12/2019,12:58,Ewallet,759.0,4.8,37.9,8.7
219,790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.3,3,8.6,180.6,3/10/2019,18:59,Credit card,172.0,4.8,8.6,7.9
220,239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.4,6,13.6,285.7,1/31/2019,13:44,Ewallet,272.1,4.8,13.6,6.1
221,468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.1,7,21.7,456.3,3/6/2019,13:46,Ewallet,434.6,4.8,21.7,5.4
222,389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.8,5,3.0,62.0,2/17/2019,18:06,Cash,59.1,4.8,3.0,9.4
223,279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.5,1,0.6,13.2,2/21/2019,12:38,Cash,12.5,4.8,0.6,8.2
224,213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.3,2,4.3,90.8,3/20/2019,15:56,Cash,86.5,4.8,4.3,6.2
225,746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.2,2,8.7,183.0,1/11/2019,14:29,Credit card,174.3,4.8,8.7,9.7
226,836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.4,9,31.2,655.5,1/26/2019,19:14,Ewallet,624.3,4.8,31.2,4.0
227,583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.1,4,7.4,155.7,1/31/2019,16:24,Ewallet,148.2,4.8,7.4,9.7
228,466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.2,571.4,2/26/2019,10:52,Cash,544.2,4.8,27.2,5.3
229,721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.4,8,25.4,532.7,3/11/2019,12:55,Ewallet,507.4,4.8,25.4,7.4
230,289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.4,2,8.1,170.9,1/26/2019,19:28,Cash,162.7,4.8,8.1,6.5
231,545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.6,3,1.6,33.4,3/12/2019,13:52,Credit card,31.8,4.8,1.6,8.7
232,418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.1,9,37.8,794.7,2/11/2019,10:54,Cash,756.8,4.8,37.8,8.0
233,269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.8,4,14.8,310.0,2/21/2019,18:31,Cash,295.3,4.8,14.8,6.7
234,157-13-5295,A,Yangon,Member,Male,Health and beauty,51.9,10,26.0,545.4,3/9/2019,18:24,Ewallet,519.4,4.8,26.0,6.5
235,645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.1,2,9.3,195.6,1/20/2019,18:09,Ewallet,186.3,4.8,9.3,4.1
236,211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.4,5,4.4,91.4,1/28/2019,15:16,Credit card,87.1,4.8,4.4,4.9
237,755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.2,5,11.1,232.2,3/5/2019,17:07,Credit card,221.1,4.8,11.1,8.6
238,346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.2,5,3.3,69.4,3/2/2019,19:26,Cash,66.1,4.8,3.3,4.3
239,478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.7,1,4.5,94.2,1/11/2019,11:20,Ewallet,89.7,4.8,4.5,4.9
240,540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.9,9,11.2,235.7,1/11/2019,16:49,Credit card,224.5,4.8,11.2,5.6
241,448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.8,2,6.0,125.5,3/11/2019,12:01,Credit card,119.5,4.8,6.0,5.8
242,142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.3,195.7,2/28/2019,18:37,Credit card,186.4,4.8,9.3,6.0
243,217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.7,4,12.5,263.1,1/5/2019,11:25,Cash,250.6,4.8,12.5,4.2
244,376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.9,8,37.5,788.5,2/2/2019,18:42,Credit card,751.0,4.8,37.5,8.3
245,530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.6,8,19.0,399.8,1/1/2019,14:47,Cash,380.7,4.8,19.0,5.7
246,866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.2,256.4,2/9/2019,19:43,Cash,244.2,4.8,12.2,4.8
247,604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.9,5,4.5,94.2,1/23/2019,14:04,Ewallet,89.7,4.8,4.5,6.8
248,799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.7,4,15.5,326.4,1/7/2019,16:11,Credit card,310.9,4.8,15.5,8.8
249,785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.1,7,25.6,537.0,1/14/2019,19:06,Credit card,511.4,4.8,25.6,4.2
250,845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.6,9,20.9,439.9,2/2/2019,15:34,Ewallet,419.0,4.8,20.9,6.4
251,662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.2,10,17.6,369.5,3/17/2019,19:06,Credit card,351.9,4.8,17.6,8.4
252,883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.4,2,1.4,30.2,3/2/2019,19:44,Credit card,28.8,4.8,1.4,7.2
253,290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.8,4,4.8,99.8,3/16/2019,11:22,Cash,95.0,4.8,4.8,5.2
254,704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.6,494.8,1/6/2019,11:23,Cash,471.2,4.8,23.6,8.9
255,110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.6,4,6.5,137.0,1/29/2019,14:12,Cash,130.5,4.8,6.5,9.0
256,366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.4,1,3.3,69.7,1/31/2019,10:46,Credit card,66.4,4.8,3.3,9.7
257,729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.9,6,7.8,163.2,2/5/2019,10:16,Ewallet,155.5,4.8,7.8,8.7
258,151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.3,4,6.5,135.5,2/13/2019,12:38,Ewallet,129.0,4.8,6.5,6.5
259,380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.9,4,13.2,276.9,2/7/2019,13:05,Credit card,263.8,4.8,13.2,6.9
260,850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.1,9,33.8,709.3,3/19/2019,13:25,Ewallet,675.5,4.8,33.8,6.2
261,821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.5,4,3.3,69.1,3/7/2019,14:53,Ewallet,65.8,4.8,3.3,5.6
262,655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.7,160.9,3/13/2019,19:22,Cash,153.2,4.8,7.7,5.7
263,447-15-7839,A,Yangon,Member,Female,Sports and travel,22.2,10,11.1,233.5,2/9/2019,11:00,Cash,222.4,4.8,11.1,4.2
264,154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.5,1,2.7,57.2,2/26/2019,19:24,Ewallet,54.5,4.8,2.7,7.9
265,253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.4,723.2,3/12/2019,12:43,Credit card,688.8,4.8,34.4,8.7
266,808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.5,4,7.1,149.0,3/14/2019,17:22,Credit card,141.9,4.8,7.1,6.9
267,571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,1/8/2019,20:55,Cash,746.0,4.8,37.3,9.5
268,144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.7,4,14.1,297.1,1/5/2019,16:05,Credit card,283.0,4.8,14.1,4.4
269,731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.5,10,17.8,373.2,1/4/2019,13:34,Ewallet,355.4,4.8,17.8,7.0
270,783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.4,5,16.9,354.0,3/6/2019,18:13,Ewallet,337.2,4.8,16.9,6.3
271,687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.1,2,2.1,44.4,1/3/2019,19:17,Cash,42.2,4.8,2.1,9.7
272,126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.5,9,9.7,203.6,1/7/2019,11:44,Credit card,193.9,4.8,9.7,8.8
273,633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.0,2,1.2,25.3,1/27/2019,15:51,Cash,24.1,4.8,1.2,5.1
274,477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.7,6,29.9,628.2,2/26/2019,16:52,Ewallet,598.3,4.8,29.9,7.9
275,566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,48.0,7,16.8,352.6,1/7/2019,20:52,Cash,335.8,4.8,16.8,6.2
276,526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.8,10,10.9,229.1,1/7/2019,17:36,Cash,218.2,4.8,10.9,7.1
277,376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.4,4,19.1,400.8,2/2/2019,13:23,Ewallet,381.7,4.8,19.1,6.4
278,537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,71.0,10,35.5,745.4,3/20/2019,16:28,Cash,709.9,4.8,35.5,5.7
279,828-61-5674,A,Yangon,Member,Male,Sports and travel,44.0,10,22.0,462.2,3/20/2019,19:57,Credit card,440.2,4.8,22.0,9.6
280,136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,70.0,8,28.0,587.7,2/15/2019,17:01,Credit card,559.7,4.8,28.0,6.4
281,523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.9,38.9,3/6/2019,13:29,Credit card,37.0,4.8,1.9,7.9
282,490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.3,1,0.8,16.1,1/6/2019,11:09,Cash,15.3,4.8,0.8,6.5
283,667-92-0055,A,Yangon,Member,Male,Health and beauty,99.8,6,29.9,628.9,3/4/2019,15:02,Ewallet,599.0,4.8,29.9,8.5
284,565-17-3836,A,Yangon,Member,Female,Health and beauty,47.7,4,9.5,200.2,3/12/2019,14:21,Cash,190.7,4.8,9.5,9.1
285,498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.7,5,16.7,350.1,2/20/2019,18:01,Cash,333.4,4.8,16.7,7.6
286,593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.9,1,3.7,78.6,3/24/2019,14:49,Cash,74.9,4.8,3.7,6.9
287,226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.8,9,10.7,224.4,1/31/2019,12:02,Cash,213.8,4.8,10.7,9.5
288,283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.5,7,17.0,356.5,1/25/2019,13:30,Credit card,339.6,4.8,17.0,5.2
289,430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.9,7,33.2,697.4,2/3/2019,14:38,Cash,664.2,4.8,33.2,4.2
290,139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.2,423.2,1/24/2019,17:37,Credit card,403.0,4.8,20.2,7.0
291,558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.9,7,9.7,204.7,3/14/2019,17:20,Ewallet,195.0,4.8,9.7,6.0
292,278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.5,1,3.1,65.6,2/18/2019,20:29,Cash,62.5,4.8,3.1,4.7
293,316-68-6352,A,Yangon,Member,Female,Food and beverages,36.4,2,3.6,76.4,1/21/2019,10:00,Cash,72.7,4.8,3.6,7.1
294,585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.1,10,9.1,190.2,3/13/2019,11:46,Ewallet,181.1,4.8,9.1,5.9
295,211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.9,5,13.0,272.6,3/3/2019,13:42,Cash,259.6,4.8,13.0,7.5
296,727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.8,4,5.8,121.1,3/29/2019,14:44,Cash,115.4,4.8,5.8,6.4
297,744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.4,6,23.5,493.8,1/10/2019,14:16,Ewallet,470.3,4.8,23.5,5.8
298,307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.0,4,12.0,252.0,1/25/2019,15:54,Cash,240.0,4.8,12.0,4.5
299,779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.6,1,4.4,93.0,1/19/2019,10:21,Cash,88.6,4.8,4.4,7.7
300,446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.8,2,10.0,209.6,1/2/2019,18:09,Credit card,199.6,4.8,10.0,6.7
301,573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.0,1,2.0,41.0,3/12/2019,16:46,Credit card,39.0,4.8,2.0,4.7
302,735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.6,1,2.4,51.0,2/25/2019,15:31,Cash,48.6,4.8,2.4,4.4
303,439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.2,4,10.2,215.0,3/18/2019,17:15,Credit card,204.8,4.8,10.2,4.7
304,396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,15.0,8,6.0,125.7,2/23/2019,12:29,Cash,119.7,4.8,6.0,8.6
305,411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.3,530.7,3/26/2019,20:14,Ewallet,505.4,4.8,25.3,4.3
306,286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.2,7,14.1,295.7,3/30/2019,13:22,Cash,281.6,4.8,14.1,9.6
307,803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.8,8,35.5,745.8,2/17/2019,17:09,Cash,710.3,4.8,35.5,4.1
308,512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.5,3,4.0,83.4,3/21/2019,10:40,Ewallet,79.4,4.8,4.0,4.7
309,848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.9,2,8.2,172.0,3/5/2019,17:43,Cash,163.8,4.8,8.2,7.8
310,532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.9,6,24.0,503.6,1/31/2019,14:04,Cash,479.6,4.8,24.0,5.5
311,181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.3,2,6.9,145.6,2/5/2019,19:05,Ewallet,138.7,4.8,6.9,9.7
312,870-76-1733,A,Yangon,Member,Female,Food and beverages,14.2,5,3.6,74.7,2/1/2019,10:08,Credit card,71.2,4.8,3.6,4.4
313,423-64-4619,A,Yangon,Member,Female,Health and beauty,15.6,9,7.0,146.9,3/7/2019,13:12,Cash,140.0,4.8,7.0,5.0
314,227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.1,10,39.1,820.4,2/10/2019,20:51,Cash,781.3,4.8,39.1,4.4
315,174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.4,2,9.9,208.7,2/14/2019,17:29,Cash,198.7,4.8,9.9,5.2
316,428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.1,3,3.2,66.4,2/9/2019,10:25,Cash,63.2,4.8,3.2,7.3
317,603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.8,5,18.7,392.6,1/10/2019,11:34,Cash,374.0,4.8,18.7,4.9
318,704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.7,7,10.4,218.1,3/11/2019,18:58,Credit card,207.7,4.8,10.4,8.1
319,787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.1,4,8.8,185.1,2/18/2019,16:28,Ewallet,176.3,4.8,8.8,8.4
320,649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.9,9,10.3,216.7,2/26/2019,20:26,Cash,206.4,4.8,10.3,5.5
321,622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.4,1,2.0,41.4,1/18/2019,15:08,Cash,39.4,4.8,2.0,8.4
322,372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.3,6,4.6,96.1,2/15/2019,18:03,Ewallet,91.6,4.8,4.6,9.8
323,563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.8,5,15.4,324.3,3/8/2019,13:21,Cash,308.9,4.8,15.4,6.7
324,746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.5,6,6.5,135.6,1/17/2019,12:48,Credit card,129.1,4.8,6.5,9.4
325,276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.7,4,19.5,410.5,3/12/2019,19:53,Ewallet,391.0,4.8,19.5,6.4
326,815-11-1168,A,Yangon,Member,Male,Food and beverages,99.8,5,24.9,523.8,3/9/2019,19:09,Cash,498.9,4.8,24.9,5.4
327,719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.3,4,18.9,395.9,3/12/2019,16:30,Cash,377.0,4.8,18.9,8.6
328,730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.1,4,10.2,214.7,1/25/2019,10:11,Credit card,204.5,4.8,10.2,4.0
329,340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.4,4,7.3,152.7,3/25/2019,13:07,Cash,145.4,4.8,7.3,7.6
330,868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.0,9,9.9,208.1,2/7/2019,18:48,Cash,198.2,4.8,9.9,6.8
331,634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.9,103.6,2/17/2019,17:27,Credit card,98.7,4.8,4.9,9.1
332,566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.0,5,19.3,404.4,2/3/2019,15:59,Cash,385.1,4.8,19.3,5.5
333,442-48-3607,A,Yangon,Member,Male,Food and beverages,23.5,2,2.3,49.3,3/14/2019,11:21,Credit card,47.0,4.8,2.3,7.9
334,835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.7,77.2,3/24/2019,13:48,Ewallet,73.5,4.8,3.7,8.5
335,527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.5,5,7.1,149.4,3/21/2019,10:17,Credit card,142.3,4.8,7.1,9.1
336,898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.4,722.0,3/19/2019,15:49,Ewallet,687.6,4.8,34.4,7.5
337,692-27-8933,B,Mandalay,Normal,Female,Sports and travel,58.0,6,17.4,365.1,2/24/2019,13:02,Cash,347.7,4.8,17.4,5.2
338,633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.7,3,7.1,150.1,3/28/2019,12:58,Credit card,143.0,4.8,7.1,9.5
339,374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.8,9,19.3,404.6,2/5/2019,15:26,Credit card,385.4,4.8,19.3,8.9
340,378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.1,3,7.2,151.5,2/10/2019,18:23,Credit card,144.3,4.8,7.2,7.8
341,433-75-6987,B,Mandalay,Member,Female,Health and beauty,56.0,7,19.6,411.4,3/5/2019,19:06,Ewallet,391.8,4.8,19.6,8.9
342,873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.9,565.2,2/15/2019,20:21,Cash,538.3,4.8,26.9,7.7
343,416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.0,5,24.3,509.4,1/30/2019,16:24,Ewallet,485.2,4.8,24.3,9.3
344,150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.7,3,6.7,140.6,2/14/2019,15:04,Cash,134.0,4.8,6.7,6.2
345,135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.9,9,35.1,736.4,2/27/2019,16:10,Ewallet,701.4,4.8,35.1,7.6
346,441-94-7118,A,Yangon,Member,Male,Electronic accessories,72.0,1,3.6,75.5,2/4/2019,12:14,Cash,72.0,4.8,3.6,7.3
347,725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.3,8,35.7,749.7,1/20/2019,10:13,Cash,714.0,4.8,35.7,4.7
348,531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.0,7,9.1,191.2,3/28/2019,17:38,Cash,182.1,4.8,9.1,5.1
349,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.8,141.8,2/27/2019,11:06,Credit card,135.0,4.8,6.8,4.8
350,860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.7,1042.7,2/15/2019,14:53,Credit card,993.0,4.8,49.7,6.6
351,834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.7,7,18.1,379.9,1/26/2019,18:22,Cash,361.8,4.8,18.1,5.5
352,115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.7,7,19.2,402.3,3/14/2019,19:02,Credit card,383.1,4.8,19.2,8.5
353,565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.2,255.2,3/2/2019,14:16,Cash,243.0,4.8,12.2,4.8
354,320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.2,1,1.5,31.8,3/4/2019,15:44,Cash,30.2,4.8,1.5,8.4
355,889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.1,4,17.8,374.4,1/7/2019,12:20,Credit card,356.6,4.8,17.8,7.8
356,632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.6,10,18.8,394.3,3/8/2019,20:01,Credit card,375.5,4.8,18.8,9.3
